Date,AGG,DBC,DFE,DIA,DXJ,EEM,EFA,EWG,EWH,EWI,EWT,EWU,EWW,EWY,EWZ,EZU,FEZ,FXI,GDX,GLD,IAU,IBB,ITB,IVV,IWD,IWM,IYR,KBE,KRE,LQD,OIL,SDS,SH,SLV,SPY,USO,VGK,VNQ,VTI,VWO,XHB,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XME,XOP,USDOLLAR
2011-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-22,250154,628451,10276,1843855,7096,41512934,6540331,546477,1987346,595853,6261868,624159,1222189,2010579,7739673,346012,33198,7464774,2213965,3786901,643995,478001,168195,532613,1021252,16218002,2546209,1221290,516523,445178,585536,1468665,533252,7423139,48257050,8667328,610174,285573,610448,6847234,1866845,3992318,6144846,25584239,3412504,4046891,2575423,1186984,3043023,1735507,1755157,999030,0
2011-02-23,245425,955772,0,1826386,18201,32354653,5584013,556401,3283381,342154,4053291,1321058,1335052,1525262,6180391,175017,24860,5280874,1815742,3583490,545107,488606,77722,717607,625550,19792570,1967479,1054812,596599,435333,1126783,2398263,659795,4764135,52179204,9464407,249695,279801,701461,7886820,2273216,4054581,7690131,22244961,7445097,2480059,1359354,952148,2594058,2191518,1898121,991625,0
2011-02-24,321654,1309134,1800,2318734,69575,25221346,5206721,439457,1283277,175373,3396250,2186727,795036,1224518,5482389,43065,28332,3293148,2393111,4395387,1333500,575854,109347,673617,514598,16971800,1390638,1626958,1027211,175695,1481093,2103669,747938,6730517,50875335,11297337,304334,249767,632842,4816920,1480071,3314103,5220285,14373200,4767639,1901812,1424908,1936756,2774365,3270392,1118023,1004426,0
2011-02-25,105024,493094,1555,959963,116457,24244804,4000681,369606,1211618,108850,3414637,260911,523499,1115938,4666909,557526,7517,4131766,1061861,2108679,423120,329415,325671,348882,274559,10212391,1230334,627772,386734,175566,617622,1389959,270654,6001102,28752739,3746386,330569,134154,208732,4795938,697765,2319167,2803489,11426073,3294007,1831245,805371,840060,1622014,1023412,858149,864347,0
2011-02-28,174621,503527,0,1090480,37722,22429429,5154193,476811,1423573,145200,3125218,320932,526157,1163418,3935960,428800,7226,4446943,1103529,1927910,433999,205545,161874,577759,462489,13367340,1902627,1050841,293531,200237,304158,792055,443186,6409071,30339531,2767802,399325,258311,271789,6196812,1811453,2454329,3604111,10664101,3031976,1423531,1722219,4748822,3605837,1314383,863169,854604,0
2011-03-01,229973,882991,0,1779945,14859,27928735,5135498,500355,1923280,366136,3801743,571237,795281,1412295,4010346,209906,6592,4722340,2143396,4246735,891138,525345,184081,607376,380592,14817205,2466531,1059316,706870,338998,373331,1768065,412207,6461613,48377722,5269964,548360,530742,264109,9112507,1710255,4586895,5046650,18353144,3546179,2239427,982120,1770791,2727600,2296064,1419029,827984,0
2011-03-02,106874,550098,500,1273418,17700,23985677,4421262,331764,919403,54368,2238014,223272,784774,1607473,6132669,323297,8118,4312683,1396217,3309921,896992,324429,216707,517355,321874,14443324,2333785,916692,483304,189076,843832,1399926,398938,6332845,46020707,6588689,346346,317272,229004,6046352,1165174,3562236,3443492,13516214,4585112,1635656,1026584,897823,2986962,1838985,939319,589118,0
2011-03-03,113950,516335,1985,1354335,39179,26939394,4453258,643359,1165936,195965,3061936,189921,563348,1420757,4764144,180934,18895,4479225,1941372,4477124,869489,347539,52213,465299,205768,14874956,1115273,734350,379549,331569,329709,1471519,410737,5982756,33784072,4684405,294339,308895,166437,8397509,1584823,2556796,2445775,20586926,4928178,2065356,1535511,855423,3356809,2005583,856748,978990,0
2011-03-04,107627,402512,453,2324295,102678,24597953,4780403,977927,2123499,117864,2139573,517479,666515,1564999,5614892,308452,21860,5048655,1332280,3807636,610758,203578,65886,384005,511764,12417651,1615176,967229,454815,202203,525109,1756776,386615,5750691,53924527,6426097,274289,251695,532895,6146389,555409,2791623,2782380,20420400,4699771,2376885,3248982,1096015,1908296,2014173,1100186,499578,0
2011-03-07,179031,506193,364,1045174,19112,20118437,3437276,1066169,1231121,155871,2439274,159582,871649,850357,3909631,77242,9933,4773088,1150686,2571872,742800,187175,66347,330591,381851,13258781,1687249,446984,314393,100460,754340,1189670,267202,7261044,38124392,4652583,198972,273013,302609,5168639,752315,3692227,2863122,10611757,4674294,2218959,3321056,1744025,2181308,1706100,1862141,355231,0
2011-03-08,145425,509694,500,1377091,9267,26387415,3217508,617673,2370580,92164,3663147,397213,631462,983519,2851233,88792,1600,8978482,1374732,1777367,1117426,209378,411238,300926,668548,15185613,3153147,689581,368249,193243,743482,980238,322772,6301238,36563947,4393058,161724,352549,243675,8655827,1378132,2832519,3879093,16707764,3782660,1913684,1025808,1013156,1465190,1515051,1394529,461573,0
2011-03-09,137780,332714,940,1033053,21126,16143144,3128324,436216,1112271,173624,2584620,352979,583371,978143,3347316,45961,12567,4457414,1066205,2200064,440436,284352,415585,381392,264179,9100051,1361677,462118,257203,389228,501249,1189137,187521,5080416,31785760,4513676,314099,205523,416623,7310500,979121,4336364,2507018,13866299,4858730,1950401,2175323,2472880,1870931,1659684,1854463,597045,0
2011-03-10,138277,481023,213,2749529,23994,39860896,6688817,691226,2252899,151264,3280521,170598,1023484,1300394,5364605,180755,14000,5792739,2479083,3417736,342643,342248,145487,492358,335953,19957309,2479913,1314495,563765,302149,1016790,1853970,475098,7272947,63399641,7464427,300980,244915,508657,8398919,1153962,6068229,6745898,21781904,7246496,3432345,1709431,2156876,3103237,2350384,3050402,2182078,0
2011-03-11,72190,399042,100,1585544,80405,29386088,4540630,696927,1435976,165548,3697271,233742,684903,1633855,5351996,83534,3130,6909406,1396361,2538910,287965,790529,13425,660754,288993,16119905,1667038,635893,369172,283001,299347,1438517,1023743,7844178,50585246,6833177,265538,260382,504163,4173467,462551,3117997,5333863,19084004,4831163,2280967,1650441,920650,1990481,2247945,1825692,750264,0
2011-03-14,128370,310383,2067,1391371,77879,29634098,8879464,1997123,2067828,327539,3438823,288908,1320156,1458892,3429281,144973,15300,6004004,1152415,3123529,230827,392801,43989,635262,292618,10177740,2239426,764372,562987,316811,466704,1358138,784563,3308845,52323424,3175918,298745,293255,263467,7439929,935504,3987363,4417902,14856613,5792751,1986368,1175338,2831908,1782693,1680171,1869273,2159927,0
2011-03-15,183807,819200,1723,3166752,206043,50694538,13174820,1932392,3147778,355363,10278622,399135,1886803,4585208,9272421,265291,26867,11202678,2427620,6309611,1105852,465440,89348,705500,503713,18578930,3031542,1252193,766954,489520,719771,2291744,999068,8025863,70860435,5918366,1345550,539119,850730,13371746,1042234,4908775,4815629,21149454,7150451,3482883,2787492,1996908,2753935,1850154,2203083,1073763,0
2011-03-16,220470,678624,400,3136161,183452,41732127,11134570,1926273,5460265,404646,10747113,599554,1780747,3039360,9014112,554492,79427,8219258,2252430,3522530,497183,597424,76212,850130,726539,27086797,2609583,801373,919513,519244,801193,2578420,1304825,5649344,89625830,4997631,978053,560048,1035107,12077743,1201906,5710712,5865345,31719694,6089208,4151786,2460055,2985093,4311055,2365033,2283143,3037109,0
2011-03-17,169010,522215,620,1661119,207457,28376855,9001636,1003364,4239695,216536,6602560,236745,1362969,2061549,7041408,161143,31477,4616698,1111235,1838924,984722,417422,62060,1079148,292743,13793209,1819901,900295,362751,347053,477014,1561504,917579,3483372,44314644,3166521,837199,309740,298986,5070018,750330,4879732,3986205,22608952,6575080,2551369,1754276,2991178,2767463,1425196,1529649,1660572,0
2011-03-18,80687,470051,1300,2122183,236505,38450605,12328217,935049,2080262,111416,3990130,471478,1040408,2211026,6112080,64535,6800,3586448,2064553,4715861,283556,281816,31507,461985,291139,14503772,1523739,1650344,482393,188894,513277,1403870,562374,3487354,45916019,5686578,490314,241266,456163,5497006,579355,3911046,5712306,36575814,3953492,4654866,2173591,2083413,3887878,4227784,2112699,1205627,0
2011-03-21,103132,540322,1100,1555296,531223,22532995,7073621,565035,1310220,452630,1422430,214923,824619,1214772,3427553,97057,11870,4436456,1141179,2675850,272623,270564,29319,583172,482923,9335024,1313571,1239717,526784,210067,285483,1058759,472930,4009852,33507325,2480941,614311,228984,483511,3167153,572498,2481285,3212334,17230052,2846141,2769708,1427375,973532,1834090,2700120,1163860,2838270,0
2011-03-22,174609,497879,2300,978008,247258,16897992,4819928,731451,1035590,109046,5414838,296279,1795085,799385,4421422,86615,56410,2469030,906001,2394718,406722,191358,21486,419698,560118,11386874,1070796,470610,171651,103949,336982,742858,329739,2883114,25004548,3610028,351428,207723,978060,6118197,672871,1868228,2051665,11755103,2946981,2379801,1413042,1605338,1439877,1582744,1271625,1037481,0
2011-03-23,85241,409928,2787,1207793,141730,22308225,5199093,4008138,2276195,232179,4165916,477463,1254450,1234048,5764526,393084,14060,5454203,1382868,2663446,780326,93872,246887,435694,558779,11185125,3439308,670703,519610,165066,413656,828210,310209,5252360,31166222,3165535,405066,298210,552030,4298479,1348814,3037611,1778128,13814924,4516460,1342984,1209588,1120076,2911469,1816902,1367334,806569,0
2011-03-24,377699,381116,629,912259,117979,20487726,3922309,1939765,1036007,287299,3732510,270253,985747,1492910,3171677,58175,100837,4121285,2663411,4466342,1809254,245900,180011,757577,190910,12541522,1180952,601304,198780,142118,290354,898644,581562,10828378,33519480,2723229,366841,196860,847400,7142850,629290,2165208,2367563,13864988,4244185,2756074,1207634,1144547,3347684,1156517,1285452,548086,0
2011-03-25,176980,360614,1260,670069,56693,20628019,3574186,1649205,942244,95245,2015456,261735,735112,963862,4353673,65497,4555,2402254,1561813,3122558,1275867,206796,100938,418763,447561,14994296,1339139,947505,661559,107720,269246,675170,519798,6328356,23528386,2653535,345818,177900,362226,5066611,679444,2196954,2157450,11314816,3087485,1564958,1106311,532103,1366139,697141,1278850,644917,0
2011-03-28,435833,315276,396,472604,46225,17149837,3595658,432106,1711447,53847,2915810,216189,620645,1165801,3825772,24074,6609,2988720,1460202,1651525,382980,195579,56178,298804,335532,8574823,1066568,389513,150288,213146,352674,683821,692402,3787843,22090103,3002216,231160,366336,412327,5110290,670410,2292533,2184761,8024552,1990117,2112976,1300789,1016099,1092615,1777235,1048006,501357,0
2011-03-29,112860,290249,765,739087,48279,24492040,4715893,1077739,943713,80544,2407353,362012,363161,1108453,4219524,21167,1650,3144646,906431,1582297,910383,682149,152045,335884,164896,8545695,1393997,421318,292082,197968,197470,735940,321784,2733643,24306331,1712506,499811,450377,348779,3567952,386665,1743920,4162771,8558533,2705212,1351279,699200,1006344,1121545,1435660,1012372,1046226,0
2011-03-30,134340,281390,800,853386,72441,32145212,3649764,818487,837470,382233,1390304,347618,817985,1350850,4891418,26987,13876,3392315,1723150,3279744,546905,731254,42926,784559,180932,10706321,1302694,324099,139830,165391,137969,879711,426361,5371463,24243176,1522437,283432,273451,235671,6838220,464193,2778324,4034150,11813467,4546991,1447882,2215176,945298,1659516,1122939,1747933,1238330,0
2011-03-31,349846,274613,0,1028285,39646,36245016,10813167,552715,876970,160292,1824239,753142,924738,1536213,3851333,101962,7208,4723219,1502276,4710789,585277,213968,66559,666328,274229,9123223,1302635,468132,292132,282567,198326,743397,298861,4889458,27226688,3217514,403530,453503,306430,9355716,447043,2158328,3462028,9118991,3344383,1930230,729484,802123,804938,820499,1566209,674710,0
2011-04-01,453860,623654,1400,742416,59932,31818625,5243133,715850,4426097,156758,5155949,2274006,897087,2656366,6206102,72270,700,4370638,1546800,4158264,755264,326917,105212,1103581,175370,12113158,1773689,675995,267136,360952,152856,840108,706551,5357471,30779148,3393342,259019,556957,282662,7742911,559096,2582061,3217084,15627512,5725084,2541438,1221214,1253447,1114038,1315460,1678861,707104,0
2011-04-04,114784,340720,112,1202796,37963,19526527,6999657,609157,1684723,43033,2890035,286107,452301,1340483,3710249,43560,7197,6764355,1109374,1454168,761307,271774,89035,459800,126257,7960360,924193,329818,124089,241633,91774,606030,211155,4678297,20976108,2271364,166188,228334,270649,4650903,418453,1668280,1956090,6945881,3951281,1677817,317890,791880,946916,619530,1208314,1452622,0
2011-04-05,236273,386101,1100,1596067,244243,24235746,4130732,927325,2359241,434717,3274018,857483,884252,1216104,4835679,50962,1554,3845338,2492236,3948062,1026950,828231,192391,957851,155867,9975359,1117296,393659,210778,666965,127887,705018,282763,6079781,22176452,2003112,153290,251332,296095,6465117,618786,1812596,3458466,9961631,4164607,2814858,870365,935528,1026822,906059,1665092,469067,0
2011-04-06,494628,254570,1700,753409,74750,31399982,4292279,447233,1063299,58143,4411031,1118040,782572,965528,4543902,59106,5854,2869418,2274265,2172197,759211,600975,72002,480575,698119,13920135,1038453,921978,350439,293337,198554,526048,318718,6246810,23931173,3086397,235287,147203,256388,6997400,480860,2814865,4357026,12531836,4317369,3189213,1399326,866233,940900,1564445,1880815,799886,0
2011-04-07,165999,311406,913,1319184,478080,20301172,4263425,3697101,1375008,47421,2841717,660411,1083002,1300059,5087393,51880,3955,5093293,1272285,1864778,456343,502246,86235,660292,150844,13395740,1568216,696828,415363,234432,165586,1025911,247487,4780494,34344617,2239700,352755,234304,324193,4823876,969262,2735963,3225261,11193031,3480766,2053946,963212,1049308,1935886,2390780,1395783,534702,0
2011-04-08,50742,511521,0,1315833,86925,25803027,4465241,3545331,870514,43731,1624221,195984,1011034,1113013,3928628,47667,3376,2416587,1699913,2713661,465616,268114,190845,355943,174892,11978695,2395935,392053,284727,142424,163652,677496,295096,8489258,29003065,2745573,235302,266068,254326,5717104,575656,1805782,3705565,14859396,5454036,1767524,1241107,1240244,1253256,2089433,1266098,1367412,0
2011-04-11,72297,397663,2850,825443,33360,19676491,2811674,2369100,1169910,131762,3336624,137462,897894,1191844,2724875,76212,1218,4598676,1932475,2478110,380492,416251,59981,593370,161446,9284251,2323692,249600,212299,209481,199619,537574,236245,16128088,24849999,3161015,208510,165271,191009,4159974,438724,2353689,4091491,10294666,3947949,1409532,1152535,1792399,1856379,868404,1714924,741705,0
2011-04-12,136626,594564,106,1157454,21264,29942288,4371838,2775800,1235918,41620,3757404,262845,1083647,1193563,6481843,103918,10640,3451920,1904857,3728399,776570,434651,227482,475261,266520,11441432,1133666,548858,188006,128291,257802,706749,302089,13055893,30741486,3537623,382100,246252,445666,4721111,548479,3050960,7136747,14125653,4590034,1939785,3085854,1702705,1595356,1919473,1896857,1169723,0
2011-04-13,96605,423716,389,829845,268876,21233905,5692168,2107603,1059668,18687,2443945,854662,1810027,1060741,7400962,52160,4211,3588982,1857464,3897887,398012,394518,31127,561162,138108,16667931,1279270,961850,219315,205121,272422,658686,267332,8346559,28355303,2464594,438613,161600,363021,4618860,419736,3428658,5943131,21670921,3895037,1416183,1369537,1053454,1192061,1501855,1491579,1606885,0
2011-04-14,217456,470493,583,913978,31498,21968531,4536822,5152690,1043727,77747,2551596,923129,1953253,1395809,4068178,292633,13257,3051422,1984702,4317721,515994,683208,49803,464799,183785,12208633,2054706,777631,310823,168253,179182,838113,210254,8898783,34872821,1822367,202517,219337,404370,5421268,385177,2987217,4348971,13264555,3837176,1071202,1246246,859716,2073361,926568,1413337,979768,0
2011-04-15,80098,312249,1937,1299296,17627,19407282,3937852,884686,627874,142096,2146033,1600771,871875,923712,4016816,114579,43419,2373814,2288815,3387456,1382131,280943,99894,536717,311460,10982161,2665729,742408,145959,226311,200871,586139,202909,10789253,33790732,1946032,587791,207401,231385,3912346,671236,2529935,3621469,13371954,5871829,2896117,2922160,1184767,3094228,2660695,1417496,629272,0
2011-04-18,285358,416353,257,1827166,33541,31602894,6060264,1232546,2309205,220039,3980977,786503,1600709,1250942,6298300,361869,12652,3889896,2881724,3880419,613788,384806,334005,685361,225672,15344122,1823888,1127162,347601,281167,273138,1336138,405595,16075696,42399577,1933350,429867,303863,537277,4812839,878849,2304297,4980522,16780718,4970512,2043829,1776956,1445490,2106375,2068905,1841467,2269593,0
2011-04-19,89145,309514,450,739005,11535,19716145,3424697,558130,1234871,81895,2913367,416003,1584873,807196,4779289,86595,5200,2413271,1288181,2323851,684534,549025,136642,467606,122009,6217449,1065104,1034024,155601,141705,120454,709727,206843,8015445,25527881,1796241,432087,146460,259769,2215385,451397,3718846,3441173,13849595,5038091,1847157,991680,449033,1309741,1001672,1069037,600853,0
2011-04-20,75078,344978,18080,1471069,123086,19562361,5419394,671801,1576746,259893,2438937,698089,651438,1254386,3525943,32371,6439,4235968,2408947,2933201,564000,280537,294246,327124,182698,10132764,1647997,792185,202353,127485,209275,973418,581729,15461394,29889358,3711882,461841,204936,304756,3795834,565668,2391013,4625130,11820978,4845806,2603323,1223362,1313373,1582828,2913812,995271,973785,0
2011-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-25,75669,410406,3725,712686,102893,15589330,4113961,329916,1387426,40408,1055896,67090,450991,448618,3375333,41797,11116,1982424,1936405,3325882,2496575,157493,45503,291083,130366,4856481,1061409,225134,299939,89539,264013,371830,165455,34926471,13979197,1590643,753185,247626,173754,4429493,432125,1374774,1938786,12654615,3555184,1475040,837542,385424,2453800,792624,692586,312042,0
2011-04-26,96741,378966,400,1020400,54552,15550444,2926109,597132,918842,100256,2486809,1233001,1420120,853733,2803858,148867,3755,3441251,1500199,3536265,1549146,546406,123267,328373,137255,9927508,1874051,549883,345889,121225,143292,836987,218302,22393698,24832710,1448192,943105,161693,212519,4478269,477014,1780321,2131920,8453222,2924801,1170244,995779,925660,1366349,1705240,721135,275508,0
2011-04-27,91021,418603,280,1221984,50621,23567855,4906808,3507780,3001631,253472,4812493,420449,801905,1998922,4986439,80564,10307,7106319,3188834,4589903,1952094,838656,82839,360987,465590,9733079,1240595,613717,305078,159403,251973,892240,286309,26089932,27488924,2607145,541215,351335,439802,5502381,735245,2802469,4205498,13466839,3844466,1549140,1422242,1048228,1786446,1480776,1656376,1834099,0
2011-04-28,83509,478335,9465,1619609,193879,16438799,7032569,1167418,1601314,412998,2813509,1596782,1460813,1968538,7420345,21294,2999,3056282,2308849,4989986,509624,767731,57354,468395,153067,8727562,1463751,638197,128275,104797,199329,686494,218619,30289786,25481373,2487277,374196,394365,589250,3138977,613153,2828833,3905384,9605243,5114304,1344438,1116057,1345926,911618,1365386,1199739,462386,0
2011-04-29,103119,357375,200,1126114,5258,9644533,2532226,408112,531002,190956,2305953,306176,152384,684332,1335210,71206,1716,1982396,1351561,4869972,1510775,201066,73051,188833,202863,6582372,1447372,229089,169436,165166,46254,342692,180920,14589227,20677005,993738,317540,212467,345016,2894022,213693,1685899,1652915,3467362,4660614,1321637,1548126,754109,898763,1214711,736989,325019,0
2011-05-02,137996,536289,700,1493782,36263,21641481,5403127,1244429,1385564,198696,2429319,624115,1152246,1265965,3679725,250169,3096,2269314,3068806,5955980,1069244,476015,163906,466802,284823,10742969,1387185,300722,990945,351548,150904,778104,250369,33532573,22871971,3098941,429456,445569,317605,4702773,630134,2745418,4095168,7346604,5197128,1223030,1574908,888518,2007246,2274698,993851,937894,0
2011-05-03,83412,569011,3324,1335158,19178,33774003,4298199,898873,1875981,39570,3178019,563469,1494727,1239950,6158215,69202,2988,5499506,4868509,6132019,944091,328206,93733,634794,176656,15131896,1931579,854675,348309,189331,153964,702477,242006,36896600,26996370,4423200,610452,266969,253477,8077799,1447908,3947662,6837051,14497930,4788759,1970485,2019832,1842154,2505290,1395701,2182084,2959724,0
2011-05-04,173230,736981,7870,1835511,70208,32495187,5329265,1508408,1120514,97328,2415211,337326,1792347,1466826,8036018,82903,11540,4877132,3567241,7883814,1445944,1423129,217169,460385,237528,13120131,1464203,850697,256076,263875,219935,1220055,387994,32310054,33406376,3125252,792597,303054,307594,9748193,990660,4402529,6263327,17730610,8409586,3186304,2015892,1260550,2009103,2220985,1616955,3295350,0
2011-05-05,151143,1833150,1085,2374824,42094,32738587,8877622,774276,1167184,39343,3208698,2265232,1387855,1947216,7178456,55245,2821,5031892,7061372,12378312,2466334,348437,87556,387247,353115,19021281,1660235,599234,215276,240525,1163280,1773492,475690,52032462,40893236,13635545,842879,349872,320136,10527805,853795,7049544,11337804,23678955,9919582,3495354,2620360,1157969,2679677,2049330,2124912,3900084,0
2011-05-06,184694,1468021,1699,2237302,52340,38149956,8580497,3082050,1518178,150396,3966676,1104651,1081401,2113140,11016040,544895,21827,5501484,2805372,6235811,1531935,391958,223781,570836,187636,15075744,2075581,781050,428208,194292,329693,1477311,400586,34271137,46857613,10092078,909850,298067,425179,9074412,910831,4826808,8011573,17625890,7450257,2991485,1740153,1091291,1950173,1565924,2082031,2111667,0
2011-05-09,81167,773476,300,1016812,42831,22339423,5891325,495639,1085542,142971,2018890,450699,784538,935029,5318463,121128,6913,3604549,2172497,2983097,677658,341800,83940,327125,207064,10051862,1058310,636115,246835,89042,368031,784957,248070,20572356,24822446,6190244,427702,132318,232484,3398981,436615,4263743,5836249,9054098,3468848,981829,1385065,746349,2031031,1209846,1684230,2645085,0
2011-05-10,78948,708062,4498,755190,190784,27181107,4919130,896458,822993,207442,2833947,715191,765575,1005460,3744814,103967,6932,3017230,2082483,2061213,837017,749317,118519,323868,148100,9805024,3629694,520440,207333,133713,216808,594253,202108,17385934,24203196,3475560,379653,278652,370053,8293258,630617,3012290,4996900,10159728,4392822,2413485,1533572,2149766,1361338,1181506,1149933,1936096,0
2011-05-11,57809,802593,8400,1541605,58335,33242711,10666079,582230,1241324,133872,3513835,1262628,1127425,2169832,7052124,45479,19690,4101579,3812223,4913887,853713,1199872,184585,274642,156929,16281358,2081361,708289,284359,112766,170311,903528,262114,27787242,33239071,6498835,744621,225487,336762,6763595,1028298,4576518,11960524,17565131,6374660,4049931,1864911,1050690,2167016,1194856,2303337,2752253,0
2011-05-12,236766,1621782,1840,1230778,19729,28487169,7734954,728626,2318028,95604,3849169,215852,970972,1678839,7220175,43641,10234,2683707,3372047,4857122,1159619,589606,59209,498563,197231,21014292,1708476,816822,293699,123071,227609,1094696,583212,34886453,35584467,6113987,841599,269676,261186,6568738,739922,4603253,9418630,13767289,5598747,2081121,2159717,1299896,1440940,2017444,3189575,4260397,0
2011-05-13,48375,698148,805,1272741,20777,33210354,7613623,923402,1393683,717939,4094178,433622,1389379,2024248,6592225,48505,9995,4827630,3893874,4060321,1701000,415472,186893,212400,138845,20596507,1211760,492595,300180,304141,96357,1010462,397510,18844972,35020855,4837016,657193,271288,314843,11323412,654193,5007416,9663838,15346116,6122503,2263079,1769346,1467507,2315319,1318350,2822068,2931836,0
2011-05-16,88480,1305060,660,932412,9820,30375610,6785995,840298,978719,236159,3513023,1001246,754187,869906,4195728,64195,10224,3247182,3901804,2333547,577175,395470,40874,407334,190086,16635780,1201120,666188,1559370,164869,98133,973154,405992,14438897,32100444,4036947,311120,295544,258888,4469992,913201,4480221,8299274,14449698,5574724,4914657,2631419,1692851,1622585,1818146,2351775,2507671,0
2011-05-17,83842,949021,0,2487125,19704,23658751,6189403,949903,3521352,64429,2500821,334001,859055,1667758,7076017,66294,6717,7914423,3713962,4431022,1158469,329606,37598,270620,317099,15978111,1337657,1118654,340993,233651,154635,1249183,508795,13280790,38035702,5647379,453679,294822,384092,5071123,1127515,5732622,9601725,15926899,8404974,12546489,2303995,1601804,1686746,2102859,2366373,4477272,0
2011-05-18,166637,588703,100,931292,6359,22698370,4101490,450935,1950917,86469,1723536,473274,614818,1100570,4843624,46419,7974,5887315,2130494,2756093,663894,124558,166211,488367,159063,15870572,1296599,340096,159441,133005,142127,669578,339762,9531402,25317362,3944786,280550,194985,163915,2535126,444296,5704021,6499747,9278369,7245955,2552925,2148099,1387429,1201306,1655076,988177,1315187,0
2011-05-19,150537,448548,280,924125,4466,14284378,3681647,867195,976481,502989,1928448,414425,543872,797396,4792398,40953,3100,2787820,2200405,1872209,755619,464533,76013,203363,130700,10120764,1358204,213864,261583,96727,127732,699428,187593,7460566,22525820,3287011,311689,157463,141036,3077295,515212,3404509,4278574,10120902,5089125,1730110,2160706,612702,2559527,1043544,2173206,988976,0
2011-05-20,179273,1128380,499,1212145,18080,24590671,6286210,820421,1449964,189834,2358856,381203,770581,819055,5261265,166069,10888,5174773,5511909,5653616,1533109,379434,34613,334846,195557,10855612,1652571,570944,414922,139005,141363,1027115,329631,8924884,36056988,5439641,394796,155326,177950,4372066,426389,4885983,8539102,17971822,5595862,4685333,3003097,1139516,3152250,1948588,1814214,2620880,0
2011-05-23,123855,484073,1200,986432,42512,26011328,6927567,1776561,1556202,241058,2605405,728682,837403,1358872,5998291,56217,15682,4877935,2572915,4048347,697427,342693,61291,303172,183138,12269637,4323067,770892,568923,221197,108563,1120087,632628,5369404,36661220,4468617,454785,281225,181400,5416753,1278742,3184523,6805772,17240049,8511101,3323452,1477971,1246764,5033123,1198681,1441239,2771904,0
2011-05-24,71487,386414,4687,702702,42641,19835551,5942642,698168,799439,80943,1215021,292774,816111,938853,3128100,131364,10095,2472335,2572091,3319877,914824,448725,83627,410762,134258,14322984,1463309,449068,473861,116626,120299,798602,301360,8667507,30909405,3402901,268475,152947,128513,4436340,656398,3896387,5889184,14946076,6885185,1444792,1941425,730303,2854531,1103798,1487737,1654791,0
2011-05-25,118967,584586,18529,634042,57798,18323551,5826559,472400,678303,100337,1334796,251354,623500,987534,3910751,246502,4100,2362337,1820156,2736352,1683527,365159,100848,518617,134106,12934783,2438548,561959,166041,170235,126740,710396,241424,9481256,28638927,4619715,312433,280325,210911,5426524,472227,4508989,6644300,13650738,7469997,1583423,2586504,1453337,1719576,1058034,1602807,1433621,0
2011-05-26,224296,485875,1710,1120182,29774,21936578,6010502,1413506,651218,149860,1942368,297486,514061,1081343,3876066,371611,9090,3050184,1607898,2983372,1062543,217145,40223,341750,337961,11191385,1483363,594515,153279,279877,56217,868896,201546,7850784,33733520,3091691,395398,193357,180261,3419795,942536,2275131,4734823,10169777,5111743,2148518,1635597,869661,1272278,1397972,1454846,918973,0
2011-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-31,242527,610476,422,1374231,27253,19552227,10961306,655566,3929741,219952,3401791,437676,576137,1467112,4222703,188981,3458,4638985,1907227,3504089,421436,373621,65238,1221844,355089,11277358,2166079,577671,369919,301153,69119,851877,347148,5790879,35984098,2273691,310301,263836,172340,6102441,889974,3633197,4247933,15282766,6667497,2658631,1813614,1229930,1903291,1176931,1520333,1973359,0
2011-06-01,239043,746774,5001,1874253,149461,22831111,9596251,1578438,2883022,57393,3105240,496640,1273410,1392420,4451545,124455,7012,5315552,1996083,4810687,407039,701876,107290,915681,375413,15762855,3184317,651524,489414,522934,196222,1124577,517981,8450450,45487819,3143802,571407,606116,234266,4851807,1083029,4481196,6176575,27299565,11407310,3787532,2373086,2014316,2380716,2146797,1671856,1917714,0
2011-06-02,91494,493697,2244,2340006,126699,17626144,6328141,1914448,1471481,413859,2171070,410042,977508,966069,5331243,137494,28850,2854413,2082534,3305149,2077416,349700,57954,982707,240713,11370118,2595244,1042147,390670,363346,138364,1214507,424503,8244963,47042049,4871005,434634,389646,195326,3088389,1049303,4422421,5829839,29608862,8782372,2173586,2832776,1151625,1763587,1772348,1668590,2011212,0
2011-06-03,109097,535567,1386,1483138,36418,18989295,5722644,462617,1639798,118294,2212684,1167054,748815,1218978,4574879,249441,17670,3293718,2148167,3212815,361861,383280,75887,913481,197119,13445215,2615182,546904,906715,189234,53263,1299399,952959,8661880,47653494,2950051,399449,316689,310519,5720848,1622343,4109182,5003322,17589761,7514594,2266464,2051161,1324541,3405429,1398307,1234912,3012110,0
